1635.55,-2910.79,4308.54,6500
54.5017,-2899.3,3814.49,6500
-633.364,-2386.49,2400.54,6500
1741.1,-2474.98,2821.9,6500
-221.259,-2045.26,1151.56,6500
74.3791,-2894.3,3823.91,6501
1718.25,-2316.97,2831.94,6501
-676.816,-2375.79,2459.73,6501
-146.773,-2148.6,1169.88,6501
82.6743,-3181.59,3535.88,6502
1736.54,-2613.54,2786.86,6502
-761.147,-2282.79,2333.64,6502
-195.023,-2034.06,1170.57,6502
89.9638,-2913.45,3677.32,6503
-1347.36,-3322.01,3935.25,6503
-699.298,-2247.21,2319.8,6503
1678.14,-2518.73,2767.11,6503
1713.65,-2807.09,4181.43,6504
145.719,-2987.53,3694.24,6504
1571.57,-2435.05,2861.92,6504
1843.66,-3431.44,4562.56,6504
-672.484,-2373.64,2724.09,6504
-731.006,-2390.05,2466.36,6504
201.92,-2878.31,3680.13,6505
1619.79,-2575.2,2979.24,6505
-711.8,-2342.62,2299.58,6505
263.66,-2837.62,3509.48,6506
1427.32,-2181.45,2632.95,6506
1567.47,-2223.63,2837.75,6506
-810.221,-2316.25,2411.18,6506
-82.8776,-2166.97,1283.79,6506
381.594,-2792.26,3636.17,6507
1549.36,-2404.57,2879.5,6507
-831.052,-2329.75,2334.51,6507
-221.993,-2070.39,1065.34,6507
1952.48,-3288.33,4651.86,6508
326.576,-2780.33,3640.05,6508
1506.57,-2194.3,2858.71,6508
-810.805,-2277.68,2296.8,6508
-83.8065,-2057.26,1272.5,6508
409.433,-2842.37,3618.09,6509
1492.43,-2482.2,2679.04,6509
-932.304,-2365.82,2341.53,6509
372.716,-2471.2,3299.58,6510
342.641,-2885.89,3737.26,6510
1380.61,-2501.51,2865.26,6510
-984.617,-2309.51,2390.27,6510
1390.89,-2532.29,2499.22,6510
-12.3093,-2044.07,1231.5,6510
391.096,-3032.3,3713.33,6511
1361.57,-2412.89,2732.42,6511
-952.362,-2317.26,2331.57,6511
-67.9638,-1988.97,1147.95,6511
556.294,-2971.8,3743.27,6512
1331.02,-2627.6,2882.73,6512
-971.011,-2213.84,2237.32,6512
-134.151,-2089.21,1141.76,6512
536.184,-2936.32,3693.22,6513
1248.09,-2490.73,2805.88,6513
1312.47,-2557.95,2688.46,6513
-1054.86,-2383.13,2264.11,6513
-100.124,-2158.19,1161.97,6513
604.621,-3015.19,3561.39,6514
1207.77,-2431.66,2782.96,6514
1282.67,-2392.53,2645.12,6514
-1078.99,-2460.97,2243.21,6514
-152.465,-2095.18,1131.47,6514
682.538,-3002.43,3822.53,6515
1291.53,-2430.05,2697.28,6515
-1211.3,-2435.85,2203.41,6515
-43.3868,-2035.42,1099.9,6515
647.98,-2727.33,3604.35,6516
1238.8,-2327.99,2672.58,6516
-1059.27,-2273.8,2114.34,6516
-56.1766,-2141.29,1134.28,6516
725.516,-2845.11,3694.62,6517
1157.26,-2696.8,2587.05,6517
-1290.28,-2446.74,2279.17,6517
-172.562,-2038.14,1023.82,6517
739.345,-2735.49,3638.81,6518
1095.7,-2468.38,2730.96,6518
-1308.54,-2165.89,2318.8,6518
-101.76,-2100.17,1060.01,6518
830.467,-2863.55,3872.85,6519
1035.18,-2454.67,2710.46,6519
-93.1994,-2197.3,1088.48,6519
885.544,-2755.69,3813.53,6520
1000.59,-2644.58,2658.06,6520
-1372.61,-2174.94,2230.98,6520
-136.261,-1988.91,987.095,6520
948.602,-2494.35,3962.97,6521
767.263,-2709.42,3644.46,6521
1012.39,-2568.31,2634.19,6521
-142.191,-2070.21,984.001,6521
938.409,-2743.45,3843.75,6522
843.656,-2834.58,2474.58,6522
-249.178,-1942.37,934.271,6522
853.626,-2968.41,2475.26,6523
-168.832,-2023.39,969.135,6523
867.672,-2583.66,2480.16,6524
-124.752,-2172.32,1018.99,6524
1227.39,-2460.31,3801.48,6526
751.252,-2491.01,2591.5,6526
1420.71,-2735.73,4091.92,6527
1240.88,-2583.08,3636.66,6527
730.055,-2570.47,2531.63,6527
1378.59,-2865.29,3712.37,6528
-171.277,-2692.55,4522,6528
698.309,-2714.74,2505.93,6528
1381.83,-2808.41,3620.17,6529
672.184,-2798.95,2571.11,6529
1372.88,-2614.86,3657.7,6530
638.086,-2798.5,2474.85,6530
1466.91,-2911.71,3713.34,6531
616.621,-3059.01,2487.65,6531
1413.64,-2706.41,3834.69,6532
532.244,-2800.95,2624.25,6532
1527.74,-2802.6,3867.11,6533
548.702,-2762.12,2461.49,6533
1583.68,-2817.01,3725.52,6534
567.521,-2740.99,2370.23,6534
1574.48,-2706.97,3709.87,6535
425.614,-2822.2,2444.95,6535
1686.86,-2913.24,3652.41,6536
358.241,-2799.04,2387.2,6536
1890.53,-2861.74,4007.21,6537
1617.78,-3015.43,3657.82,6537
279.834,-2712.47,2474.92,6537
1733.05,-2979.14,3712.82,6538
251.017,-2901.43,2470.55,6538
296.647,-2810.55,2436.11,6539
1735.49,-2332.55,3554.51,6540
217.048,-2736.67,2496.42,6540
1865.97,-2784.06,3832.18,6541
240.208,-3019.77,2470.84,6541
1934.31,-3030.99,3815.51,6542
1739.97,-3085.35,3777.08,6542
225.714,-2897.39,2409.55,6542
1922.72,-2737.34,3804.75,6543
112.622,-2829.26,2547.18,6543
1753.75,-2866.05,3775.6,6544
124.559,-3080.26,2522,6544
23.7362,-2647.98,2461.29,6545
-2.11475,-2466.2,2437.26,6546
1940.11,-2777.14,3809.17,6547
-38.4096,-2734.02,2382.45,6547
-121.053,-2814.88,2530.67,6548
-81.1052,-2609.19,2423.9,6549
-780.609,-2960.81,4215.72,6550
-90.4947,-2893.4,2354.49,6550
-189.133,-2847.48,2381.51,6551
-168.212,-3197.63,2462.77,6552
-115.322,-3000.11,2414.55,6553
-282.875,-3149.17,2381.49,6554
2372.97,-2964.62,4079.03,6555
-401.435,-2667.68,2248.14,6555
-419.988,-2456.63,2388.09,6556
-491.919,-2383.13,2429.68,6557
-478.778,-2657.81,2356.68,6558
-476.349,-2570.01,2316.97,6559
-539.007,-2699.24,2334.46,6560
-544.895,-2740.5,2215.17,6561
1381.1,-2402.71,1648.04,6561
-544.134,-2576.29,2264.35,6562
1382.86,-2473.55,1756.21,6562
-643.336,-2572.49,2236.22,6563
1349.82,-2444.87,1677.74,6563
-634.774,-2545.83,2185.23,6564
1310.67,-2519.69,1677.8,6564
-761.807,-2708.73,2250.55,6565
1280.7,-2434.23,1607.32,6565
-631.482,-2906.8,2256.62,6566
-651.365,-2937.78,2150.84,6566
1271.24,-2356.36,1587.67,6566
-775.272,-2788.24,2198.79,6567
1254.97,-2472.71,1582.13,6567
100.026,-2898.2,4387.08,6568
-942.596,-2637.47,2281.66,6568
1188.17,-2429.19,1724.5,6568
130.096,-2962.41,4491.2,6569
-803.902,-2717.73,2178.62,6569
1117.36,-2474.87,1706.5,6569
-885.614,-2869.44,2235.45,6570
1109.3,-2445.12,1658.23,6570
-843.276,-2789.25,2163.68,6571
1089.58,-2442.95,1676,6571
-999.428,-2500.15,2368.61,6572
1107.74,-2376.5,1644.38,6572
-1035.78,-2234.12,2316.58,6573
1024.99,-2356.11,1703.04,6573
-1122.86,-2410.49,2346.27,6574
1067.57,-2414.38,1614.68,6574
-1107.28,-2558.17,2326.5,6575
1071.12,-2589.65,1658.38,6575
-1076.07,-2680.55,2487.53,6576
964.473,-2454.1,1610.35,6576
-1109.38,-2523.23,2179.99,6577
891.381,-2581.03,1702.02,6577
-1159.7,-2601.49,2174.57,6578
872.15,-2600.68,1654.91,6578
-1231.69,-2735.7,2268.07,6579
901.765,-2442.92,1585.32,6579
-1322.27,-2766.71,2477.1,6580
937.157,-2691.31,1654.63,6580
-1325.62,-2778.94,2312.25,6581
860.422,-2677.58,1745.13,6581
-1278.8,-2479.63,2240.61,6582
-1295.23,-2863.49,2948.46,6582
736.546,-2354.56,1734.29,6582
-1210.78,-2756.75,2973.04,6583
-1376.52,-2496.9,2326,6583
777.524,-2399.69,1584.56,6583
-1371.04,-2515.47,2763.46,6584
-1240.88,-2336.66,2064.98,6584
754.87,-2438.27,1627.67,6584
-1378.29,-2636.19,2742.77,6585
-1478.59,-2486.98,2382.92,6585
673.114,-2397.54,1647.58,6585
-1265.56,-2813.44,2917.75,6586
-1356.84,-2739.2,2227.71,6586
631.814,-2170.57,1764.68,6586
-1236.18,-2747.98,2975.04,6587
703.553,-2446.63,1612.87,6587
-1369.67,-3071.72,2213.59,6587
-1157.62,-3007.16,2859.38,6588
630.345,-2232.6,1728.46,6588
-1080.13,-2802.46,2852.31,6589
-1182.81,-3066.56,3233.77,6589
747.441,-2290.09,1762.67,6589
-1131.02,-2660.46,2915.01,6590
575.489,-2248.6,1751.12,6590
-1027.04,-3125.48,3076.14,6591
565.214,-2271.52,1768.09,6591
-1042.44,-2797.57,3036.26,6592
697.47,-2365.02,1915.93,6592
-949.207,-2716.8,3053.03,6593
-912.67,-2787.33,2831.76,6593
613.047,-2694.34,1794.88,6593
628.277,-2904.67,1810.44,6594
-1100.47,-2179.5,1582.47,6594
-832.827,-3167.54,3351.03,6595
-897.811,-2734.43,3007.84,6595
428.435,-2412.51,1779.9,6595
-1037.56,-1998.84,1506.32,6595
-771.845,-2947.37,3110.36,6596
471.798,-2507.64,1909.8,6596
-1002.17,-2044.01,1515.55,6596
-705.122,-3081.42,3118.8,6597
535.208,-2418.93,1879.4,6597
-886.951,-3116.58,3073.94,6598
519.413,-2488.63,1951.3,6598
-757.625,-2859.97,3164.69,6599
540.835,-2939.65,1901.74,6599
-734.444,-2976.28,3149.9,6600
495.527,-2768.48,1913.47,6600
-844.183,-1940.6,1519.54,6600
-639.357,-2812.31,3184.94,6601
397.122,-2574.97,1974.73,6601
-801.951,-1966.64,1513.22,6601
291.733,-2740.03,1944.2,6602
-656.726,-2663.92,3125.21,6603
317.881,-2858.38,1903.14,6603
-711.649,-1966.07,1538.78,6603
-666.989,-2870.22,3235.68,6604
253.692,-2732.76,1971.62,6604
-681.756,-1982.75,1577.03,6604
-650.484,-2905.7,3108.85,6605
230.261,-2328.47,2038.53,6605
-573.467,-2897.2,3295.83,6606
292.019,-2367.36,2048.4,6606
-557.413,-2163.96,1629.89,6606
-528.49,-2886.32,3266.41,6607
222.862,-2427.75,2060.99,6607
-594.383,-1981.65,1546.06,6607
-517.161,-2750.73,3118.38,6608
307.307,-2460.1,2055.9,6608
-521.749,-2079.44,1609.88,6608
-459.425,-2849.06,3420.2,6609
-528.572,-2799.2,3099.24,6609
240.139,-2741.01,2039.39,6609
-527.135,-1869.64,1550.79,6609
-531.846,-2844.43,3140.69,6610
187.996,-2725.49,2017.5,6610
-428.996,-2760.54,3226.14,6611
148.769,-2699.55,2046.37,6611
-323.889,-2115.08,1686.49,6611
-450.344,-2846.02,3325.18,6612
102.369,-2649.95,2082.71,6612
-420.243,-2905.44,3288.6,6613
92.5664,-2772.11,2073.64,6613
-310.823,-2526.62,3289.45,6614
-54.5127,-2654.04,1981.24,6614
-368.511,-1918.9,1597.73,6614
-409.469,-2769.48,3020.33,6615
-28.8931,-2853.17,2099.81,6615
-242.087,-2280.37,1751.08,6615
31.4201,-2678,2079.95,6616
-375.186,-2570.54,3154.08,6617
-27.3459,-2949.71,2195.18,6617
-273.141,-2640.1,3229.47,6618
-125.833,-2411.73,1973.32,6618
-122.829,-2554.74,3138.63,6619
-31.5811,-2295.89,2105.56,6619
-63.8594,-2723.58,3170.14,6620
-27.9815,-2338.53,2059.51,6620
-86.8178,-2257.79,1837.09,6620
-117.013,-2658.05,3306.51,6621
81.7881,-3233.1,3631.86,6621
-29.2574,-2788.38,3332.82,6622
-41.4671,-2101.83,1713.65,6622
8.01191,-2929.23,3324.67,6623
-359.459,-2353.57,2054.72,6623
40.2679,-2626.85,3463.66,6624
56.4067,-2588.45,3486.03,6625
-351.849,-2374.56,2085.11,6625
-1323.66,-2693.68,1820.19,6625
104.844,-2713.33,3412.05,6626
-323.473,-2528.25,2133.32,6626
-129.195,-2340.31,1898.93,6626
127.443,-2742.35,3462.97,6627
1492.74,-2389.18,2583.99,6627
-374.364,-2647.96,2182.04,6627
11.9469,-2692.07,3351.75,6628
1509.87,-2344.45,2462.68,6628
-393.443,-2604.93,2140.8,6628
-52.6953,-2176.58,1855.45,6628
149.096,-2794.91,3387.19,6629
1520.07,-2366.69,2493.63,6629
-326.961,-2777.14,2256.84,6629
-1179.44,-2455.09,1841.46,6629
46.6821,-2827.11,3340.19,6630
1471.92,-2306.21,2425.15,6630
-371.814,-2734.08,2164.47,6630
85.3404,-2247.54,1764.61,6630
-1213.97,-2510.79,2116.84,6630
107.333,-2695.36,3308.2,6631
1371.5,-2233.53,2483.05,6631
-307.125,-2989.7,2135.92,6631
78.5961,-2291.8,1831.79,6631
-1199.56,-2329.9,1784.24,6631
133.584,-2967.13,3452.69,6632
1395.12,-2427.57,2460.81,6632
-393.316,-2757.34,2277.64,6632
-1128.2,-2363.04,1875.03,6632
87.2944,-3130.17,3491.44,6633
1402.49,-2539.87,2438.98,6633
-443.836,-2946.13,2276.18,6633
-1150.19,-2373.96,1881.84,6633
132.099,-3098.41,3548.76,6634
1380.23,-2468.52,2564.56,6634
-489.218,-2685.83,2253.72,6634
-1079.81,-2449.58,1771.69,6634
309.683,-2804.19,3416.02,6635
1317.66,-2350.74,2484.41,6635
-529.196,-2780.88,2359.43,6635
-1046.89,-2476.73,1826.2,6635
190.284,-3117.75,3408.41,6636
1283.24,-2463.64,2485.2,6636
-569.818,-2605.48,2372.73,6636
240.662,-3029.72,3380.96,6637
1264.75,-2352.26,2566.63,6637
-599.003,-2566.34,2374.42,6637
-966.607,-2292.9,1821.59,6637
276.303,-3326.83,3516.51,6638
1232.41,-2390.12,2480.12,6638
-653.14,-2583.43,2601.83,6638
-904.064,-2271.23,1832.19,6638
392.788,-3055.6,3435.02,6639
1121.61,-2351.59,2469.61,6639
-692.863,-2628.31,2457.22,6639
-890.038,-2238.45,1856.95,6639
503.374,-2887.41,3462.97,6640
1158.6,-2424.43,2481.09,6640
-673.051,-2546.99,2426.39,6640
-904.843,-2127.34,1767.81,6640
551.391,-2848.63,3217.78,6641
1205.48,-2378.47,2555.95,6641
-698.708,-2381.02,2268.17,6641
-878.422,-2238.73,1805.02,6641
534.582,-2950.58,3323.09,6642
941.393,-2381.63,2619.43,6642
-701.933,-2346.11,1849.61,6642
-733.922,-2383.81,2446.37,6642
497.391,-2919.55,3345.87,6643
1076.6,-2364.51,2466.57,6643
-732.504,-2544.63,2554.61,6643
-695.742,-2575.27,1941.9,6643
686.421,-2419.7,2981.81,6644
-695.924,-2429.17,1766.39,6644
590.255,-2549.92,3347.66,6645
962.167,-2286.21,2645.91,6645
-666.917,-2291.42,1882.35,6645
532.285,-2786.64,3311.57,6646
919.808,-2253.38,2755.44,6646
-663.535,-2215.13,1857.78,6646
636.028,-2890.77,3350.7,6647
772.809,-2291.3,2691.92,6647
-1032.47,-2577.65,2489.42,6647
-607.284,-2421.36,1917.39,6647
591.507,-2813.66,3325.17,6648
758.326,-2321.04,2688.81,6648
-1007.85,-2399.69,2424.12,6648
-533.645,-2229.99,1920.2,6648
708.86,-2650.42,3175.98,6649
762.452,-2313.27,2661.36,6649
-1032.33,-2501.73,2563.03,6649
-478.498,-2501.19,1818.35,6649
638.522,-2152.42,2650.25,6650
-1032.62,-2377.8,2571.48,6650
-458.786,-2393.12,1852.02,6650
606.605,-2809.97,3095.64,6651
-1059.58,-2446.6,2603.79,6651
-460.639,-2430.09,1923.91,6651
645.543,-2566.27,2730.54,6652
-1128.94,-2477.84,2479.86,6652
-428.36,-2762.26,1813.68,6652
640.083,-2286.1,2616.36,6653
-1148.06,-2613.15,2606.69,6653
-1134.13,-2508.46,2479.82,6653
-342.66,-2461.74,1931.91,6653
646.912,-2426.97,2620.44,6654
-1169.52,-2462.06,2380.88,6654
-344.624,-2307.92,1916.41,6654
749.36,-2472.69,2780.17,6655
-1247.64,-2603.31,2631.86,6655
-1222.56,-2501.6,2488.33,6655
-224.525,-2467.86,1918.98,6655
1096.95,-2921.3,3362.04,6656
579.334,-2422.71,2610.88,6656
-1230.61,-2491.14,2727.62,6656
-213.151,-2594.77,1755.38,6656
1080.34,-2578.43,3447.73,6657
646.66,-2486.02,2720.41,6657
-1242.31,-2625.53,2683.11,6657
-1223.21,-2450.87,2451.34,6657
-139.545,-2647.37,1817.15,6657
1054.65,-2687.67,3281.44,6658
360.082,-2516.41,2604.68,6658
-106.742,-2373.55,2002.18,6658
1149.53,-2872.09,3377.77,6659
494.529,-2429.01,2720.56,6659
-1477.73,-2447.6,2545.65,6659
-94.2592,-2500.01,1878.63,6659
1257.2,-2745.91,3501.19,6660
379.565,-2186.14,2801.32,6660
-1384.2,-2438.16,2509.89,6660
-32.4263,-2648.12,1891.4,6660
1068.43,-2766.98,3307.46,6661
564.407,-2491.99,2915.64,6661
-17.4557,-2534.66,1950.9,6661
1143.86,-2895.22,3389.94,6662
17.8416,-2613.25,2017.24,6662
491.488,-2569.01,2796.64,6662
-1405.41,-2196.8,2514.57,6662
1002.21,-2513.37,3092.69,6663
355.417,-2324.03,2730.15,6663
115.55,-2751.93,1936.89,6663
1194.38,-2772.5,3228.85,6664
240.675,-2116.85,2671.04,6664
17.7213,-2846.81,1998.95,6664
1223.87,-2680.18,3289.64,6665
316.652,-2308.42,2841.25,6665
96.869,-2742.89,1876.36,6665
1274.42,-2810.56,3368.18,6666
33.9682,-2742.62,2014.51,6666
394.177,-2419.03,2942.53,6666
1338.59,-2931.21,3389.79,6667
-30.6251,-2808.64,2063.39,6667
413.397,-2472.94,2896.56,6667
52.8864,-2518.57,2735.08,6668
1315.42,-2876.39,3467.2,6668
232.696,-2730.84,1997.49,6668
194.598,-2672.43,2800.77,6668
1312.39,-2916.13,3279.58,6669
58.6956,-2289,2626.69,6669
237.732,-2582.68,2007.99,6669
97.2946,-2472.93,2763.31,6670
334.075,-2505.72,1998.07,6670
33.0436,-2497.15,2848.01,6671
373.454,-2495.68,1975.77,6671
10.7691,-2908.65,2662.98,6672
120.243,-2885.27,2622.53,6672
1447.48,-3042.5,3386.44,6672
348.244,-2670.36,2028.86,6672
23.8391,-2555.59,2821.06,6673
374.068,-2517.35,2200.7,6673
1454.88,-2699.28,3289.02,6674
-46.4876,-2541.43,2729.53,6674
433.708,-2505.27,2101.95,6674
95.786,-2605.94,2737.1,6674
-184.335,-2531.32,2722.26,6675
-48.8798,-2644.11,2734.64,6675
541.51,-2458.88,2024.52,6675
-204.711,-2448.8,2745.54,6676
-66.0268,-2571.55,2772.75,6676
516.541,-2646.11,2013.17,6676
1714.02,-2599.59,3310.17,6677
-53.6536,-2590.8,3003.16,6677
595.676,-2575.87,2026.24,6677
1652.21,-2684.64,3225.34,6678
-183.114,-2552.01,2851.73,6678
544.787,-2466.49,2169.88,6678
-229.592,-2642.75,2882.59,6679
1713.68,-2807.1,3338.42,6679
572.005,-2569.45,2060.17,6679
1775.82,-2798.39,3315.22,6680
-260.699,-2571.56,2904.81,6680
639.63,-2678.1,1981.78,6680
-288.544,-2371.89,2939.86,6681
688.792,-2523.49,2098.44,6681
-346.529,-2429.08,2950.9,6682
1950.71,-2900.14,3416.75,6682
1942.78,-2880.07,3214.28,6682
668.376,-2529.41,2222.98,6682
-303.627,-2431.11,2986.03,6683
655.995,-2435.46,2237.42,6683
-459.731,-2345.21,2767.18,6684
-204.109,-2653.72,3261.65,6684
786.715,-2507.38,2097.36,6684
-419.699,-2502.76,2885.86,6685
